community_id,size
0,1697
1,1545
2,1176
3,660
4,643
5,593
6,573
7,416
8,374
9,371
10,355
11,319
12,319
13,309
14,289
15,282
16,279
17,258
18,244
19,244
20,207
21,164
22,157
23,147
24,142
25,130
26,128
27,124
28,112
29,110
30,106
31,103
32,97
33,92
34,86
35,81
36,80
37,76
38,69
39,67
40,65
41,61
42,59
43,59
44,59
45,52
46,50
47,50
48,43
49,38
50,28
51,25
52,23
53,23
54,20
55,20
56,20
57,19
58,18
59,18
60,17
61,14
62,14
63,14
64,13
65,13
66,13
67,12
68,12
69,11
70,10
71,9
72,9
73,9
74,9
75,8
76,8
77,8
78,8
79,8
80,7
81,7
82,7
83,7
84,7
85,7
86,7
87,6
88,6
89,6
90,6
91,6
92,6
93,5
94,5
95,5
96,5
97,5
98,5
99,5
100,5
101,5
102,5
103,4
104,4
105,4
106,4
107,4
108,3
109,3
110,3
111,3
112,3
113,3
114,3
115,3
116,3
117,3
118,3
119,3
120,3
121,2
122,2
123,2
124,2
125,2
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,1
